912	Two Cowboys, Multiple Lives	51
913	Poignant, Remarkable	28
914	Brokeback Mountain slow, slow, quick quick, slow	39
915	Granddaughter loves it!	3
916	Fantastic Movie	7
917	Love it, Hate It, Still the Best	16
918	This tragic and powerful love story will haunt you	18
919	Tears at your heart	1034
920	A life-changing experience	31
921	Very moving and so well played	14
922	A special love story	12
923	love story	2
924	An excellent movie and highly compelling	29
925	great movie	2
926	An Amazing Journey in Love	17
927	A Long Overdue Story	18
928	Ending Song is wrong	9
929	Thought I wouldn't like it, but....	24
930	Hauntingly reflective	26
931	This is one of the best love movies in history!	23
932	Brokeback Broke My Heart	16
933	A modern date tale of The Last of the Wine	17
934	great film	1
935	A love story that redefines the genre--and redefines cinematic experience itself	24
936	Disappointed - And Let Me Tell You Why	88
937	Beautiful, Simply Beautiful	33
938	Do you have a problem with people with different sexuality?	21
939	typical	69
940	Many meanings, many messages in this elegant fable.	60
941	The Unsung Masterpiece	68
942	Wanna Talk Propaganda?	38
943	Incredibly Emotional Film About Love That Spans All Time	30
944	Finally a movie that depicts the other side of gay life	26
945	A Film of Great Insight and Sensitivity	30
946	Even if you are a Redneck, this film is Worth Your Time	1
947	We need to give love a chance indenpendently of others opinion	8
948	AWESOMENESS	2
949	Great plot that really drew me in to the end	1
950	Outrageously Bad	138
951	No expectations, I gave it a try => a great movie	32
952	BrokeBack Mountain	22
953	Brokeback	38
954	romeo and juliet	21
955	Not Just For Gays	8
956	Someone needs to relearn math	29
957	Why do we even bother...	41
958	An excellent movie	0
959	Brokeback Mountain	39
960	I want to see it but	22
961	Why People Will Always Love Brokeback Mountain	34
962	Brokeback Mountain	28
963	Love so hard so heavy	25
964	Deeply heartbreaking	15
965	Unbelievable attraction and plot, but great cinematography	31
966	Moving Cinematic Experience (Regardless of Your Sexual Orientation)	14
967	BROKEBACK MOUNTAIN	38
968	Love and emotion at their rawest	26
969	Read the story!	10
970	Crappy DVD Case	16
971	Brokeback Mountain is one of my favorite movies now.	36
972	Profound, renewing	28
973	Not into this one	3
974	. .  . a cathartic, visceral, beautiful, unforgettable love story	62
975	will remain with you forever	40
976	Most heart wrenching	25
977	Touching Movie!	18
978	EXCEPTIONAL!!	42
979	Tragic Love Story	29
980	A big movie built mostly on small moments	14
981	ferarkable	15
982	Time capsule	16
983	By Far the Best of 2005	51
984	A great love story or overhyped liberalism?	19
985	Cowboy love story.  Yeah, right.	209
986	LOVE IS LOVE...no matter what!	16
987	Overrated...underachieved	75
988	1 Star for Michelle Williams.	177
989	A Great, Epic, All-American Love Story  - (DVD Review)	62
990	An extraordinary film	46
991	There has never been such a moving film, nor will there ever be!	15
992	U.S. rejected this film. Proof: Not even in top 20 in 2005-6 boxoffice	44
993	Brokeback Mountain	1
994	Handsome Actors Does Not Create History	33
995	An unconventional love story	26
996	I'M part of Brokeback Mountain	3
997	A Love Story like no Other	40
998	Wonderful Movie	26
999	A haunting film that stays with you a long long time.	57
1000	Gay Love Minus the Eroticism	23
1001	Very touching	8
1002	The Real Best Picture	37
1003	Art that represents life	29
1004	A tragic love story...	16
1005	an exceptional experience	14
1006	Startling	37
1007	I spent 8 years in Montana and	25
1008	liked the movie a LOT	21
1009	Not the first or the best	16
1010	Director show us a kind of noble and true love in human. The end is great.	0
1011	The Emperor Ain't Wearing Clothes, Folks	122
1012	Truly superb	32
1013	Truly superb	29
1014	I can quit you...I'll read the novel instead.	98
1015	5 Star - Deserves Every Star	39
1016	A pure story of love	25
1017	a tragic love story	2
1018	digusting	77
1019	Stunning Performance, Excellent Story line, What More Can You Ask?	28
1020	the best in a long movie in a long time	20
1021	This movie deserved more then it got at the awards	23
1022	Western Skies	17
1023	ANG LEE, OPUS 9	15
1024	Such a beautiful movie	36
1025	Folks Will Be Watching This Film A 100 Years From Now!	14
1026	The worst flick of 2005	90
1027	Oh I can't get a Long Little Doggy!	6
1028	The Most Amazing Movie I Have Ever Saw	6
1029	Brokeback Mountain	33
1030	Run for the Mountains!!!	4
1031	The Love That Dares Not Speak Its Name	15
1032	Heart-breaking, stunning, beautiful.	16
1033	The True Best Picture of 2005	30
1034	A Love That Can't Speak It's Name	40
1035	A genuine review	11
1036	Beautiful!	33
1037	A GROWNUP MOVIE FOR THE AGES!!!	25
1038	the story of brokeback mountain is everywhere	24
1039	TWO PETER PANS' "QUIET DESPERATION"	48
1040	What More Is There To Say?	29
1041	Our story	38
1042	Brokeback Mountain: Awkward, passionate, and real	23
1043	BBM	16
1044	Profound, powerful and reflective	27
1045	greatest love story since Out of Africa, & breathtakingly emotionally full	51
1046	A heartbreaking tale of love denied	67
1047	Breaking My Spirit Mountain	32
1048	Much MUCH better movie than I thought it would be!	53
1049	Brokeback broke my heart	68
1050	BrokeBack Mountain	16
1051	Another waste of movie money	48
1052	bucking the trend	58
1053	Most moving love story for a long time	25
1054	A Film That Doesn't Leave You	34
1055	Surely One of the Best Films in Recent Years! A Timeless Classic!	58
1056	Where's the love, it's right here..............	5
1057	A gay man romance in the west	73
1058	A Breakthrough for Brokeback Mountain.	2
1059	An over-rated film about gay love	34
1060	Glad to be Gay	5
1061	a movie	12
1062	Great acting...average story...	69
1063	Controvertial Doesn't Mean Good	162
1064	Great story, gorgeous cinematics--Don't let the word "gay" stop you!	37
1065	boring movie	20
1066	Narrow Minded!	36
1067	Responding to Reviewer Kyle Bob "tyrone"	13
1068	Real Life	21
1069	The Perfect Film	45
1070	A Beautiful Film	32
1071	Well done!	1
1072	Lessons Learned on Brokeback Mountain	64
1073	Calling it a gay cowboy movie only diminishes it.	13
1074	Jack & Ennis Never Returned To Brokeback Mountain	39
1075	If Nothing Else, This Film Will Give You Something To Think About	23
1076	Who says love is all roses and smiles?	34
1077	Ever notice??	39
1078	Best Movie I have ever seen!!!	16
1079	So much more than meets the eye.	12
1080	not a gay movie	19
1081	Prejudice Sexists, Get Off This Review Board	45
1082	Brokeback is this years Million dollar baby	45
1083	Cold Harsh Mountain	5
1084	The Movie and Its Reactions **SPOILERS**	23
1085	Beautiful and moving	30
1086	What a let down!	26
1087	So sAD	1
1088	Good movie about two men living on the DL	21
1089	Very Good Film	12
1090	Recommended viewing for all	40
1091	UNIVERSAL LOVE	27
1092	The Best Film of 2005	33
1093	Searing	21
1094	The Icy Cold Mountain Stream of Loneliness	162
1095	Brokeback cowboy....	111
1096	VERY EMOTIONAL EXPERIENCE	19
1097	VERY EMOTIONAL EXPERIENCE	26
1098	Very truthful for the times 1963	13
1099	Mesmerizing	2
1100	Why all the hype ?	65
1101	Best movie I have ever seen	31
1102	I FELL IN LOVE ALL OVER AGAIN	26
1103	Love The Movie	0
1104	Beautiful film-making, BUT...	48
1105	A Soaring Ledger Emboldens Lee's Powerful, Evocative Portrait of Self-Limited Destiny	25
1106	A Soaring Ledger Emboldens Lee's Powerful, Evocative Portrait of Self-Limited Destiny	45
1107	Pair of deuces going nowhere	51
1108	Movie review	10
1109	MAGNIFICENT.	13
1110	Fabulous film!	16
1111	A powerful, tragic film about love.	36
1112	The Brokeback Hearts Club	18
1113	best of 2005	28
1114	Better than I thought.	7
1115	A Rare Love Story Not To Be Missed	23
1116	Light-years beyond the hype	34
1117	Brilliant	31
1118	It's all about love.	31
1119	Love Is Love	47
1120	Wonderfully tragic...	34
1121	An Excellent Movie	16
1122	A bit on the slow side...	7
1123	Tragic Love Story	25
1124	yawn....zzzz	71
1125	OUTSTANDING PERFORMANCE	46
1126	Brokeback Mountain (Full Screen Edition)	13
1127	To thine own self be true	25
1128	A very powerful drama, but let down by story.	32
1129	Great story, Beautifully shot	8
1130	Most amazing i have seen in a while	38
1131	overrated!	184
1132	A movie you must watch	10
1133	A tragic love story, nothing more	38
1134	BrokeBack Bed & Breakfast??	28
1135	Film of the Year	29
1136	Brokeback Mountan sure got us good	445
1137	Brokeback broke my heart	36
1138	Courageous and Tender	16
1139	A True Classic and Touching Story	3
1140	A gay movie	13
1141	Simply a great story	48
1142	My DVD is ruined because I watched this movie so many times	32
1143	Brokeback Mountain	27
1144	Not surprised.	53
1145	Changed my view on homosexual	63
1146	Homosexual love same as heterosexual love...	59
1147	A mountaintop experience	34
1148	XCELLENT!!!	6
1149	Great Overall Movie	19
1150	THOUGHT PROVOKING	0
1151	Cannot Wait for this touching movie DVD	44
1152	GREAT, GREAT MOVIE	15
1153	Quietly Devastating	35
1154	It Matters Not Who You Love, But That You Love	26
1155	I saw it-loved it-lived it!!	59
1156	Stunning!	25
1157	Great Movie	18
1158	Everyone Should See This Film	16
1159	Good Film	13
1160	Finally an honest movie worth its praise!	16
1161	The most moving film I have seen in years.	14
1162	A Film Recounting Vividly and Movingly a Tale of Love, Partially Repressed and Blighted, but Sublime	2
1163	Consequences of Homophobia	38
1164	Emotionally charged epic with a gay centerpiece!	31
1165	amazing movie	6
1166	Fences weren't made to be straddled	40
1167	Superb DVD but wrong zoning	2
1168	Very well done but not for the Squeamish	31
1169	Best Picture 2005. Subtle, powerful & stays with you. If you didn't get the fuss, look closer - 2nd viewing is like a new movie	63
1170	Wonderful Love Story!	8
1171	Sensitive and Heartwrenching	39
1172	Heartbreaking Movie	41
1173	Broke back Mountain	1
1174	Brokeback Mountain	15
1175	Still thinking about it a week later!	23
1176	It Doesn't Matters Who You Love, But That You Love	22
1177	It Doesn't Matters Who You Love, But That You Love	41
1178	Una xran pel&iacute;cula con un tema poco atrayente	19
1179	They don't get much better than this.	3
1180	The Greatest Gay Movie Ever Made	19
1181	Discovering Love: The Longing to Make It Fit	26
1182	Excellent film, but digital copy blocked outside America	4
1183	This movie is so...I love it.	4
1184	See it and believe it	15
1185	Excellent Movie	36
1186	Loved this!!!	9
1187	possitive input	33
1188	Amazing Film with Spectacular Performances	52
1189	The Best Film You Will Ever See	17
1190	Some People's Lives	7
1191	ANXIOUSLY WAITING FOR THE DVD TO COME OUT!!!	18
1192	Brokeback boredom	36
1193	Hmmmm...	8
1194	Brokeback DVD	26
1195	Think again	81
1196	An American Masterpiece...	37
1197	Saddest love story ever	12
1198	Moving but unreal	6
1199	Beautiful.	1
1200	Live and Let Live.	16
1201	One of the most perfectly told stories ever to grace the screen	20
1202	POWERFUL	20
1203	Don't get me wrong	14
1204	Shock Value Goes to Ella of Frell	41
1205	But Will It Play In Falls Church, Virginia?	35
1206	Not a Movie For Shallow Idiots	2
1207	A visual Adagio!	28
1208	Brokeback Mountain.	23
1209	Great Love Story	8
1210	Great love story	12
1211	Say Something . . . Anything . . . Just Talk . . . Please	31
1212	BEST PICTURE . . . no matter what they say!	30
1213	BREATHTAKING SCENERY AND A HEART-BREAKING STORY	0
1214	not a 5 star movie!	56
1215	Good	26
1216	Why My Review got axed!?	84
1217	Movie Watched	16
1218	Best film of the new century.	34
1219	not what I expected	112
1220	Tragic and beautifully told-	30
1221	is love so offended?	69
1222	An American Setting for the Universal Story of Love	24
1223	The Lonely Heart	16
1224	Western Genre Masterpiece Full of Chinese Aesthetics	36
1225	An American Masterpiece	59
1226	Not a as good as The Sheepman.	148
1227	Brokeback Curious	48
1228	An American Triumph	26
1229	A great film, but not groundbreaking.	4
1230	A beautiful film	9
1231	The best movie of 2005	30
1232	Brokeback Leaves You Brokenhearted	59
1233	Best Writer, Director, and Actors/Actresses Combined!	32
1234	New All-Time Favorite Film	23
1235	Audio, anyone?	20
1236	its a great movie I wach it every night	0
1237	It all happened in 1963 !	29
1238	movie	0
1239	Exceeding Expectations	20
1240	Exceeding Expectations	34
1241	Heartbreaking Mountain in Asia	24
1242	One of the years best the acting is excellent from everyone	42
1243	This movie could've been about ME!!!!!!!!!!!!!!!!!!!!!!!!!	2
1244	Excellent	22
1245	Goodbye Larrikan	0
1246	Heart wrenching .........BUT	0
1247	All It's Cracked Up to Be and More	25
1248	"Brokeback Mountain" - An Emotional Disappointment	12
1249	A beautiful and yet tragic love story	9
1250	Brokeback Mountain, I Solute You	28
1251	Two cowboys that really needed each other.	14
1252	Heath Ledger	4
1253	Brokeback Mountain	5
1254	Stifle Yourself!	63
1255	A MOVIE  DESTINED TO BECOME A CLASSIC .	29
1256	Broke my heart...	39
1257	Brokeback Backlash - Was America Ready?	38
1258	A Mountain of Memories	21
1259	Good movie if you pay attention.	5
1260	Mindblowing	41
1261	Great Movie	27
1262	The Best Movie of the Year!	30
1263	One for the Ages	29
1264	Light into the darkness......	5
1265	Damn, This Movie Sucks!!!  Don't Believe The Hype!!!	25
1266	Disappointing to me	21
1267	not real	22
1268	Much more than a gay cowboy movie	37
1269	Most touching movie I have ever seen	48
1270	LOVE IN IT'S PUREST MOST INNOCENT FORM.TRUE NEVER ENDING LOVE	11
1271	an excellent and haunting film	28
1272	If all movies are like these, then the book industry will need to retire!	23
1273	One of the Few Movies I Can Watch Again and Again	4
1274	What am I missing?	28
1275	Au dela du sublime!	28
1276	A definite Collector's Item	8
1277	Couldn't let this one pass by....	31
1278	Not another gay drama	35
1279	2 more thoughts on this film	10
1280	Controversial?  This?  What the?	1
1281	Good movie	2
1282	dull film -- not worth the praise	48
1283	Most definately to be garnerd with the most prestiguous of the awards, BF and BD	15
1284	Simply Extraordinary! Watched in 5 Times in 3 Days and Counting!	29
1285	This movie shows me how much I hate sexists!	24
1286	It stays with you forever	34
1287	Creative Can't Even Begin to Describe this Movie	32
1288	Can we already call this film a "Classic?"	53
1289	Stark, Raw and Beautiful	47
1290	Nothing New	125
1291	Best movie in a long time!	18
1292	More than a love story	30
1293	This movie broke my heart because of the love between these two guys	1
1294	ache...	39
1295	THE POWER OF LOVE	119
1296	BEST OF THE BEST	14
1297	This isn't my beautiful wife...HOW DID I GET HERE?	9
1298	CLASSIC!	1
1299	Heart stopping.  Wonderful	40
1300	Great Film About Love and Loliness	11
1301	Remarkable	28
1302	*****Brokeback Mountain - great movie	10
1303	I should be ashamed of myself...	25
1304	Open space for an open mind	6
1305	OMG!!! This rules!	14
1306	Beautiful, yet sad	6
1307	If only I should come to feel a love like that...	116
1308	Best Yet	20
1309	Eye Opening	41
1310	Just try to get it off your mind	25
1311	Don't Judge, Just Watch	21
1312	More of a "Character Analysis" than a Full-Blown Gay Love-Fest	35
1313	Classic Love Story	36
1314	Heath Ledger	11
1315	Bough this Movie. Didn't Know What to Expect. Finished this Movie with a New Sense of Life	46
1316	Outstanding Movie, A Must Buy!	27
1317	A MASTERPIECE!	65
1318	Good	1
1319	surprise	23
1320	Best Picture of the Year	56
1321	Great Cinematography, great acting and directing, very poor romance	57
1322	Got It Right	29
1323	Boring movie	229
1324	Brokeback Blu-Ray as superior to the DVD version	13
1325	Same time next year?	25
1326	Stunning	34
1327	THE LOVE THAT DARE NOT SPEAK IT'S NAME	28
1328	Hauntingly Touching Movie	36
1329	If this is not a good movie, then what is?	30
1330	I loved Brokeback Mountain	21
1331	BROKEBACK BREAKS NEW GROUND	39
1332	True for me and many others	27
1333	A Revelation of Human Love.	47
1334	This is the best Movie of the Century.....	15
1335	The most important reason to watch Brokeback Mountain	13
1336	A Timeless Classic	5
1337	one of the lines you will here again	11
1338	Simply the Best film I've ever seen	17
1339	Lies, Sheep and Boring Wyoming	69
1340	For People Who Like Movies	13
1341	People missing the point...	60
1342	A powerful story sparsely written	10
1343	One of a kind!!	28
1344	An Affecting Film, No Matter What Your Sexuality Is	28
1345	Loved it	3
1346	Beautiful, Bittersweet Love Story	36
1347	A Masterpiece of Modern Cinema	46
1348	A transcendent gem of a film!	59
1349	The Tainting of the Last American Icon	26
1350	the phenomenon that is Brokeback	40
1351	Great Translation of Short Story to Film...	31
1352	Great Translation of Short Story to Film!	32
1353	One for the history books	6
1354	Moved me beyond words.	45
1355	BM was beautiful	27
1356	Probably the most stirring and well-acted movie I have ever seen!	3
1357	What a horrible movie	46
1358	excellent	6
1359	How to produce a hit	31
1360	Very good movie	1
1361	not as good as it claims.......	107
1362	Brokeback Mountain	23
1363	One of the best all time movies	6
1364	Movies this good don't come along often	56
1365	Excellent Grade A movie	46
1366	If you think you're brave - you'll watch it.	46
1367	A Happy Movie Would Be Sad	53
1368	Powerful	26
1369	Powerful	33
1370	Simply heartbreaking and beautifully done	56
1371	Loved Brokeback	18
1372	My heart hurts after watching this film	24
1373	Not So Good	137
1374	A Universal Love Story	38
1375	Book vs.  Movie	20
1376	I Love This Movie!	44
1377	Love At First Viewing	30
1378	ONE OF THE GREATEST FILMS TO COME AROUND IN A  LONG, LONG TIME	16
1379	Break the Stereotype	34
1380	A Love Story	10
1381	The best love story, ever	4
1382	Amazing Love Story, Great Writing, Awesome Secenery...	12
1383	Beautiful film	33
1384	Brokeback Mountain	19
1385	An affair to remember	44
1386	Wow!!	46
1387	Cowboys and men who still take their hats off...and a story of terror and courage.	34
1388	An Amazing Film With Real Characters & Brilliant Cinematography	6
1389	Not so much	64
1390	Excellent!!!!	14
1391	Regarding "Sound Anyone"	21
1392	Already A Classic	31
1393	Hugely disappointed	99
1394	Heard it was good	16
1395	Love this Movie Like No Other	29
1396	Truly Love is a Force of a Nature	46
1397	Very touching, fabulous	33
1398	Amazing	10
1399	True Demonstration of Best-Seller Quality	32
1400	"Jack, I swear...."	65
1401	Best Romance Story Since Romeo and Juliet	26
1402	Is This Really a Western Movie?	32
1403	An immediate classic!	20
1404	"Brokback Mountain": A Glorified Affair	181
1405	Such an important film.	23
1406	Beautiful film!	21
1407	I couldn't get it out of my head for weeks	42
1408	Not Worth The Hype-	32
1409	Wow, Homophobes Do Exist in 21st Century!	17
1410	Sexist!	32
1411	Almost too painful to watch..But You SHOULD	60
1412	Moral issues aside, hasn't anyone noticed that this film just wasn't that good??	155
1413	SO romantic	43
1414	Majestic and haunting	16
1415	Majestic and haunting	31
1416	Wonderful Love Story !	1
1417	The best visual movie I have ever seen.	9
1418	"Brokeback Mountain" is excellent!	1
1419	Beautiful film	5
1420	A Truly Beautiful Film	29
1421	Heartache	30
1422	Incredible!	20
1423	One of the best.	42
1424	Beautiful film	20
1425	Consider the character	10
1426	boring	45
1427	Like a shot through the heart...	19
1428	Making the impossible happen....	53
1429	I LIKED IT!!	0
1430	GREAT..!!!!!!!!	15
1431	Not JUST another film...	27
1432	yeeehawww.	8
1433	Needlessly Controversial	24
1434	A Lot of People Missed the Point	7
1435	Modern Greek Tragedy	28
1436	Movie	1
1437	Simply put - Superb.	34
1438	Simply put - Superb.	38
1439	Excellent movie	11
1440	"If you can't fix it, you gotta stand it."	20
1441	Boring and no closure	28
1442	Look for visual symbols from Ang Lee	29
1443	Monumental	2
1444	Wonderful, emotional, incredible.....	34
1445	Brilliant film	34
1446	A must see!	24
1447	Destructiveness of Homophobia	40
1448	More about sex than love	52
1449	Oscar worthy all the way around	16
1450	Great American story that is deeply heartfelt	54
1451	A M A Z I N G !  No other movie like this one!	18
1452	Empty......very empty	75
1453	Good Acting BUT	10
1454	LOVED THIS	5
1455	Very touching film.	1
1456	excellent	6
1457	Breakthrough approach to a forbidden subject, but too slow and too long.	17
1458	Sad yet powerful portrail of forbidden love	0
1459	A Big Letdown	74
1460	An Utter Failure on Many Levels	16
1461	Simply brilliant :-)	70
1462	Brokeback Moutain a good movie about two ordinary men	17
1463	Talk about shallow...	27
1464	Shallow...Truly Shallow	42
1465	A Mirror of Americana	30
1466	Even better on the  second viewing	16
1467	Wasted opportunity	55
1468	This is a story of trying to be with the one of love, gender doesn't matter	32
1469	Wrote against assignment, and still got A+ on it	28
1470	It's Raining Cowboys!	26
1471	A film one can easily quit on.	44
1472	Good solid movie that can go without the hype.	10
1473	Why Is the World Punishing True Love?	34
1474	Enough of a tear-jerking "chick flick" to cause you to forget the homosexuality	5
1475	interesting subject but I thought it dragged	15
1476	A movie that will stay with me for the rest of my life	10
1477	excellent movie	39
1478	That Gay Cowboy Movie	47
1479	After seeing the film....	17
1480	Couldn't stop crying	18
1481	Boy, when that hype machine gets cranked up . . . . .	64
1482	Glad I relented	34
1483	Wonderful movie	39
1484	Overrated	76
1485	Did NOT like the movie	127
1486	You love who you love...	0
1487	Its ok	3
1488	Two Selfish Cowboys	72
1489	This film frustrates me on many levels	53
1490	awful, awful, awful	121
1491	poor mikey	18
1492	A Father's View of Brokeback	34
1493	Why?	26
1494	Way Overrated!	127
1495	I wish it showed all the awards it had on	10
1496	Beyond Time, Beyond Space	13
1497	Unexpected.	0
1498	Could Have Been Better	53
1499	Mesmerizing..	27
1500	Remembering "The Last Picture Show."	19
1501	The Men in the Film Did NOT Cause the Wives to Suffer, Society Did	26
1502	An Amazing Film	29
1503	A Lifetime Film With High Profit and Even Higher Spiritual Value	30
1504	"If You Can't Fix It, You Gotta Stand It."	15
1505	A story of two men in love	23
1506	Honest, tragic and haunting...a beautiful piece of creativity!	28
1507	One of the most overrated films EVER!	126
1508	Specific, Universal, Breathtaking	11
1509	Brilliant acting, painful story	0
1510	Beautiful BrokeBack Mountain.	35
1511	Sparse Raw Imagery	32
1512	A triumph of understatement	60
1513	Again and Again!	12
1514	TRUE LOVE	1
1515	mumbled lines and bad acting	77
1516	A very moving love story	2
1517	Very Powerful movie	2
1518	Buyer	21
1519	Brokeback mountin	1
1520	I think you've forgotten something...	48
1521	how come this movie can make a big guy cried?!	29
1522	A masterpiece	32
1523	Astonishing!	43
1524	Just great	31
1525	These guys take "Cowboy up" to a new level	21
1526	A classic everyone should see	10
1527	"...for never was a story of more woe..."	30
1528	This is going to be a grate classic!	1
1529	"It's a one time deal going on here", unless you fall in love	17
1530	Makes for very uncomfortable viewing	21
1531	Terrific Movie	37
1532	th best film of the year	1
1533	Wonderful	35
1534	*Great Movie!*	10
1535	Deceiving Title	11
1536	Brokeback Mountain	22
1537	truly emotional experience	27
1538	study in loneliness	55
1539	Realistic love story	21
1540	Did not live up to the hype	10
1541	Ennis and Jack	1818
1542	Pretty good movie with great performances by the 2 leads	26
1543	Beautifully filmed, but overlong and very slow - read the short story instead	16
1544	brokeback mountain	4
1545	One of the best from beginning until the end	22
1546	Outstanding	14
1547	Collateral Damage	31
1548	Shockingly Compelling	27
1549	A Landmark And One Of The Great American Films	40
1550	Its only a movie	44
1551	Unforgettable	53
1552	fun	0
1553	Brokeback Mountain	30
1554	Life is short	24
1555	True Love at Its Finest	20
1556	Absolutely Moving	21
1557	Good but not Great	42
1558	A beauty of painful love	45
1559	BROKEBACK MOUNTAIN IS FANTABULOUS!	153
1560	Nice scenery, little else	24
1561	Truly Deserve a 5-Star Status	26
1562	One False Note	29
1563	You can't go home again... or can you?	33
1564	best movie of the year is bs	197
1565	SNOOZE FEST	105
1566	Wonderful in many ways, but not quite what it could have been.	16
1567	IF ONLY THIS WAS TRUE	0
1568	A tender story of a prohibited love	18
1569	Beyond Sexual Orientation	11
1570	Brokeback Mountain	72
1571	one of the best love movies I have ever seen	45
1572	Very Long, Unfocused, and Unconvincing.	76
1573	Go and SEE	11
1574	"  TO  THINE  OWNSELF  BE TRUE "	19
1575	interesting film	20
1576	SOMEWHAT GOOD	52
1577	Epic story	1
1578	OSCAR NO WAY - THE DULLEST OF MOVIES	116
1579	I'm a straight married woman, and I LOVED this movie!	44
1580	A perfect example of how some deny themselves out of fear of others	27
1581	Best Film of 2005	31
1582	Winners by Themselves	24
1583	BBM Fullscreen Edition (vs. Widescreen)	31
1584	"Brokeback Mountain" is Unforgettable	48
1585	Love is Love	32
1586	Haunting movie, but not groundbraking	12
1587	Left with the deepest Sadness....	15
